1000 10000
853 464
267 862
164 35
423 802
65 633
614 353
752 40
980 375
80 276
981 594
873 586
855 510
444 941
583 325
90 981
64 458
871 304
342 941
63 67
57 517
632 87
431 760
971 671
151 906
552 369
175 198
136 830
764 94
135 837
992 390
708 328
313 985
157 767
601 451
89 401
206 821
969 862
992 597
137 388
367 343
139 914
403 663
871 508
528 235
928 736
369 967
807 205
848 150
439 666
587 989
908 878
292 744
863 120
455 580
96 344
200 617
940 680
610 2
629 792
566 662
456 150
718 414
608 313
724 877
808 545
237 360
718 582
794 691
828 20
420 644
241 662
641 235
72 85
561 149
366 220
89 551
282 40
375 629
569 139
607 786
622 548
986 443
952 618
789 708
848 162
516 298
42 404
778 210
905 0
143 101
469 225
240 335
27 422
465 83
340 227
549 435
828 515
644 718
777 101
139 818
887 290
598 411
350 489
606 311
99 623
761 548
346 995
274 991
983 164
823 389
365 630
151 813
995 659
624 501
503 61
636 133
918 532
695 629
94 842
598 461
610 166
420 276
503 934
643 914
605 286
558 74
643 469
460 0
893 683
905 639
361 595
527 517
600 358
98 595
191 603
919 468
618 574
797 676
220 164
708 284
489 241
965 161
550 29
990 373
214 972
522 716
199 513
828 555
883 315
644 25
980 359
899 471
865 592
542 840
676 357
226 65
239 389
664 981
440 734
69 650
987 329
968 361
399 889
20 940
694 544
888 736
741 527
887 9
219 369
320 491
680 898
31 272
659 564
329 814
555 375
415 504
255 937
896 662
821 287
278 337
832 737
841 131
136 476
689 667
600 929
472 109
322 199
339 783
706 442
951 705
12 729
913 609
359 741
775 841
602 915
915 331
383 20
348 881
778 83
168 607
747 757
285 962
437 944
397 847
489 399
140 713
385 205
198 69
984 740
479 602
799 983
905 465
500 309
597 815
685 498
763 855
632 114
767 531
347 785
33 825
277 642
791 190
227 178
582 439
277 145
555 135
158 428
833 770
79 860
834 137
178 436
179 160
958 905
691 536
250 639
276 513
27 804
364 67
871 539
909 719
314 877
98 111
636 438
5 80
142 431
951 677
341 548
270 739
785 264
627 215
14 903
440 94
479 924
119 741
794 482
488 782
42 930
473 342
152 877
846 327
241 191
498 969
